,atom_stereo_count,bond_stereo_count,charge,complexity,covalent_unit_count,defined_atom_stereo_count,exact_mass,h_bond_acceptor_count,h_bond_donor_count,heavy_atom_count,isotope_atom_count,molecular_weight,monoisotopic_mass,rotatable_bond_count,tpsa,xlogp
75,1.0,0.0,0.0,659.0,1.0,0.0,425.062,8.0,2.0,29.0,0.0,425.481,425.062,6.0,151.0,2.3
76,0.0,1.0,0.0,601.0,1.0,0.0,435.059,8.0,1.0,28.0,0.0,435.945,435.059,7.0,138.0,4.7
77,1.0,0.0,0.0,179.0,1.0,1.0,225.136,4.0,3.0,16.0,0.0,225.288,225.136,6.0,61.7,1.4
78,1.0,0.0,0.0,788.0,1.0,0.0,500.222,6.0,2.0,37.0,0.0,500.574,500.222,6.0,79.5,4.7
79,0.0,0.0,0.0,446.0,1.0,0.0,361.156,4.0,0.0,25.0,0.0,361.87,361.156,5.0,47.4,4.0
80,0.0,0.0,0.0,633.0,2.0,0.0,567.132,12.0,4.0,38.0,0.0,567.596,567.132,10.0,303.0,
81,0.0,0.0,0.0,625.0,1.0,0.0,411.181,6.0,1.0,31.0,0.0,411.469,411.181,4.0,101.0,3.0
82,2.0,0.0,0.0,971.0,1.0,2.0,576.316,6.0,5.0,42.0,2.0,576.722,576.316,11.0,147.0,4.8
83,6.0,0.0,0.0,1890.0,1.0,6.0,1038.478,13.0,11.0,72.0,0.0,1039.282,1038.478,18.0,414.0,0.4
84,1.0,0.0,0.0,407.0,1.0,0.0,301.168,3.0,1.0,22.0,0.0,301.386,301.168,3.0,47.6,2.6
85,0.0,0.0,0.0,732.0,1.0,0.0,424.106,7.0,1.0,32.0,0.0,424.412,424.106,5.0,98.6,3.8
86,1.0,0.0,0.0,379.0,1.0,0.0,299.175,3.0,3.0,22.0,0.0,299.378,299.175,7.0,96.2,2.1
87,0.0,0.0,0.0,1120.0,1.0,0.0,659.154,13.0,2.0,44.0,0.0,659.791,659.154,15.0,204.0,4.9
88,0.0,0.0,0.0,720.0,1.0,0.0,394.157,3.0,2.0,30.0,0.0,394.47,394.157,4.0,57.5,6.2
89,1.0,0.0,0.0,249.0,1.0,0.0,253.131,5.0,3.0,18.0,0.0,253.298,253.131,7.0,78.8,1.2
90,4.0,3.0,0.0,4250.0,5.0,1.0,1813.518,27.0,6.0,121.0,0.0,1814.905,1813.518,41.0,551.0,
91,9.0,0.0,0.0,1890.0,1.0,9.0,1020.452,15.0,12.0,70.0,0.0,1021.22,1020.452,17.0,450.0,-2.2
92,1.0,0.0,0.0,547.0,1.0,0.0,473.253,7.0,5.0,34.0,0.0,473.57,473.253,14.0,121.0,2.3
93,0.0,0.0,0.0,254.0,1.0,0.0,226.099,2.0,1.0,17.0,0.0,226.275,226.099,3.0,37.3,4.5
94,2.0,0.0,0.0,116.0,1.0,2.0,133.089,1.0,1.0,10.0,0.0,133.194,133.089,1.0,26.0,1.5
95,5.0,0.0,0.0,546.0,1.0,5.0,286.193,2.0,0.0,21.0,0.0,286.415,286.193,0.0,34.1,2.7
96,11.0,0.0,0.0,3250.0,1.0,11.0,1582.749,18.0,17.0,113.0,0.0,1584.242,1582.749,42.0,513.0,2.4
97,3.0,1.0,0.0,699.0,1.0,3.0,476.162,9.0,1.0,33.0,0.0,476.544,476.162,9.0,152.0,3.9
98,0.0,0.0,0.0,624.0,3.0,0.0,554.294,4.0,2.0,38.0,0.0,555.632,554.294,12.0,55.9,
99,0.0,0.0,0.0,677.0,1.0,0.0,472.247,4.0,3.0,35.0,0.0,472.589,472.247,8.0,82.7,4.5
100,4.0,0.0,0.0,632.0,1.0,4.0,427.029,14.0,6.0,27.0,0.0,427.203,427.029,6.0,233.0,-4.6
101,1.0,0.0,0.0,392.0,1.0,0.0,313.19,3.0,2.0,23.0,0.0,313.405,313.19,8.0,85.3,1.7
102,2.0,1.0,0.0,787.0,2.0,2.0,522.273,7.0,2.0,38.0,0.0,522.642,522.273,7.0,109.0,
103,38.0,0.0,0.0,10700.0,1.0,38.0,4547.509,67.0,71.0,321.0,0.0,4548.356,4545.502,163.0,1990.0,-16.4
104,4.0,0.0,0.0,684.0,1.0,0.0,494.314,5.0,2.0,36.0,0.0,494.676,494.314,12.0,84.6,6.4
105,1.0,0.0,0.0,663.0,1.0,1.0,441.216,5.0,3.0,33.0,0.0,441.535,441.216,5.0,94.1,3.6
106,0.0,0.0,0.0,547.0,1.0,0.0,388.171,7.0,1.0,29.0,1.0,388.419,388.171,6.0,109.0,2.7
107,0.0,0.0,0.0,830.0,1.0,0.0,461.15,7.0,2.0,34.0,0.0,461.453,461.15,6.0,118.0,2.8
108,1.0,0.0,0.0,681.0,1.0,0.0,459.179,6.0,0.0,34.0,0.0,459.502,459.179,8.0,105.0,3.9
109,1.0,0.0,0.0,479.0,1.0,1.0,360.159,5.0,3.0,27.0,0.0,360.417,360.159,5.0,83.2,3.4
110,0.0,1.0,0.0,650.0,1.0,0.0,376.167,4.0,2.0,28.0,0.0,376.452,376.167,5.0,66.8,6.5
111,6.0,3.0,0.0,1300.0,1.0,6.0,639.327,10.0,5.0,46.0,0.0,639.75,639.327,8.0,195.0,2.1
112,0.0,0.0,0.0,518.0,1.0,0.0,389.122,8.0,1.0,28.0,0.0,389.364,389.122,9.0,141.0,0.9
113,7.0,0.0,0.0,1930.0,1.0,6.0,1079.53,14.0,10.0,75.0,0.0,1080.375,1079.53,18.0,379.0,1.2
114,1.0,0.0,0.0,441.0,1.0,1.0,340.19,6.0,3.0,25.0,0.0,340.427,340.19,5.0,101.0,3.7
115,1.0,0.0,0.0,177.0,1.0,0.0,211.121,4.0,2.0,15.0,0.0,211.261,211.121,5.0,50.7,0.6
116,5.0,0.0,0.0,394.0,1.0,5.0,338.105,8.0,3.0,23.0,0.0,338.382,338.105,4.0,139.0,-0.6
117,0.0,2.0,0.0,876.0,1.0,0.0,497.134,10.0,4.0,37.0,0.0,497.467,497.134,8.0,170.0,4.7
118,1.0,0.0,0.0,520.0,1.0,1.0,426.048,5.0,2.0,27.0,0.0,427.319,426.048,6.0,101.0,4.0
119,0.0,0.0,0.0,751.0,1.0,0.0,420.183,6.0,1.0,29.0,0.0,420.528,420.183,7.0,99.7,1.6
120,3.0,0.0,0.0,389.0,1.0,2.0,266.13,4.0,4.0,19.0,1.0,266.293,266.13,3.0,101.0,-1.1
121,3.0,0.0,0.0,707.0,1.0,3.0,454.222,6.0,5.0,33.0,0.0,454.527,454.222,7.0,159.0,0.4
122,0.0,0.0,0.0,267.0,1.0,0.0,182.037,2.0,0.0,14.0,0.0,182.178,182.037,0.0,34.1,1.9
123,0.0,0.0,0.0,123.0,1.0,0.0,146.048,3.0,0.0,11.0,0.0,146.149,146.048,1.0,38.9,0.9
124,2.0,0.0,0.0,358.0,1.0,0.0,277.158,2.0,2.0,21.0,0.0,277.371,277.158,2.0,40.7,4.4
125,1.0,0.0,0.0,379.0,1.0,0.0,305.222,3.0,3.0,22.0,0.0,305.426,305.222,7.0,96.2,3.1
126,4.0,0.0,0.0,827.0,1.0,4.0,539.296,7.0,0.0,39.0,0.0,539.668,539.296,6.0,45.2,6.1
127,4.0,0.0,0.0,827.0,1.0,0.0,539.296,7.0,0.0,39.0,0.0,539.668,539.296,6.0,45.2,6.1
128,1.0,0.0,0.0,470.0,2.0,1.0,427.155,5.0,2.0,30.0,0.0,427.925,427.155,8.0,49.0,
129,2.0,0.0,0.0,185.0,1.0,0.0,177.115,2.0,2.0,13.0,0.0,177.247,177.115,2.0,42.2,1.1
130,1.0,0.0,0.0,181.0,1.0,0.0,202.168,4.0,2.0,14.0,0.0,202.298,202.168,6.0,53.8,0.5
131,0.0,0.0,0.0,740.0,1.0,0.0,429.095,9.0,6.0,29.0,0.0,429.404,429.095,10.0,222.0,-2.6
132,0.0,1.0,0.0,904.0,1.0,0.0,478.193,6.0,2.0,34.0,0.0,478.607,478.193,5.0,104.0,6.7
133,0.0,0.0,0.0,320.0,1.0,0.0,231.126,3.0,0.0,17.0,0.0,231.295,231.126,3.0,29.5,3.1
134,1.0,0.0,0.0,573.0,1.0,0.0,414.178,6.0,0.0,29.0,0.0,414.539,414.178,8.0,68.9,3.4
135,3.0,1.0,0.0,715.0,1.0,3.0,534.346,6.0,1.0,39.0,0.0,534.741,534.346,14.0,71.9,3.8
136,1.0,0.0,0.0,150.0,1.0,1.0,206.044,4.0,1.0,12.0,0.0,206.318,206.044,5.0,87.9,1.7
137,8.0,3.0,0.0,4640.0,2.0,3.0,1956.678,33.0,16.0,134.0,0.0,1957.942,1956.678,53.0,657.0,
138,0.0,0.0,0.0,489.0,1.0,0.0,384.16,4.0,1.0,27.0,0.0,384.904,384.16,7.0,33.7,3.8
139,0.0,0.0,0.0,1050.0,1.0,0.0,628.327,8.0,2.0,47.0,0.0,628.781,628.327,6.0,128.0,3.5
140,0.0,0.0,0.0,683.0,1.0,0.0,451.102,7.0,2.0,31.0,0.0,451.559,451.102,5.0,126.0,5.2
141,12.0,0.0,0.0,2590.0,1.0,12.0,1281.723,17.0,14.0,92.0,0.0,1282.556,1281.723,31.0,456.0,-3.3
142,3.0,0.0,0.0,575.0,1.0,3.0,390.242,4.0,0.0,29.0,0.0,390.531,390.242,2.0,39.7,3.0
143,0.0,0.0,0.0,497.0,1.0,0.0,367.065,5.0,2.0,24.0,0.0,367.844,367.065,8.0,91.8,3.2
144,6.0,0.0,0.0,906.0,1.0,6.0,561.316,8.0,6.0,40.0,0.0,561.68,561.316,13.0,191.0,-0.5
145,2.0,0.0,0.0,427.0,1.0,2.0,321.184,3.0,1.0,24.0,0.0,321.424,321.184,4.0,45.2,2.8
146,1.0,0.0,0.0,891.0,1.0,0.0,520.095,7.0,1.0,35.0,0.0,520.955,520.095,6.0,82.5,5.5
147,2.0,0.0,0.0,485.0,1.0,2.0,312.169,5.0,1.0,22.0,0.0,312.366,312.169,5.0,84.9,1.2
148,2.0,0.0,0.0,485.0,1.0,2.0,312.169,5.0,1.0,22.0,0.0,312.366,312.169,5.0,84.9,1.2
149,0.0,1.0,0.0,276.0,2.0,0.0,310.153,6.0,3.0,22.0,0.0,310.35,310.153,6.0,113.0,
150,1.0,0.0,0.0,289.0,1.0,0.0,289.179,4.0,2.0,21.0,0.0,289.379,289.179,8.0,59.3,1.6
151,0.0,0.0,0.0,528.0,1.0,0.0,396.151,5.0,1.0,28.0,0.0,396.505,396.151,5.0,88.7,5.5
152,0.0,0.0,0.0,630.0,1.0,0.0,612.436,8.0,4.0,44.0,0.0,612.86,612.436,27.0,140.0,6.5
153,4.0,1.0,0.0,634.0,1.0,0.0,407.185,5.0,3.0,30.0,0.0,407.47,407.185,7.0,100.0,2.8
154,0.0,0.0,0.0,712.0,1.0,0.0,471.191,10.0,0.0,33.0,2.0,471.46,471.191,4.0,69.6,4.6
155,7.0,0.0,0.0,1000.0,1.0,5.0,636.284,7.0,5.0,47.0,0.0,636.745,636.284,13.0,137.0,3.9
156,1.0,0.0,0.0,688.0,2.0,0.0,514.142,12.0,5.0,35.0,0.0,514.521,514.142,12.0,188.0,
157,0.0,0.0,0.0,606.0,1.0,0.0,450.274,7.0,3.0,33.0,0.0,450.587,450.274,10.0,105.0,6.1
158,7.0,1.0,0.0,903.0,1.0,7.0,549.33,8.0,2.0,39.0,0.0,549.705,549.33,12.0,123.0,4.6
159,0.0,0.0,0.0,550.0,1.0,0.0,363.195,3.0,1.0,27.0,0.0,363.461,363.195,4.0,66.6,2.3
160,0.0,0.0,0.0,638.0,1.0,0.0,446.232,5.0,0.0,33.0,0.0,446.551,446.232,7.0,72.6,4.3
161,0.0,0.0,0.0,198.0,1.0,0.0,174.116,2.0,0.0,13.0,0.0,174.247,174.116,1.0,16.1,1.1
162,0.0,0.0,0.0,775.0,1.0,0.0,447.238,8.0,2.0,33.0,0.0,447.543,447.238,5.0,103.0,1.8
163,0.0,0.0,0.0,399.0,1.0,0.0,308.011,7.0,1.0,21.0,0.0,308.653,308.011,2.0,96.8,3.8
164,1.0,0.0,0.0,95.0,1.0,1.0,132.09,4.0,3.0,9.0,0.0,132.163,132.09,4.0,89.3,-4.4
165,0.0,0.0,0.0,365.0,1.0,0.0,294.084,8.0,3.0,21.0,0.0,294.241,294.084,2.0,92.5,2.5
166,4.0,0.0,0.0,769.0,1.0,2.0,598.268,7.0,4.0,44.0,0.0,598.696,598.268,12.0,123.0,3.0
167,1.0,0.0,0.0,505.0,1.0,0.0,412.253,5.0,0.0,30.0,0.0,412.549,412.253,7.0,24.9,4.5
168,2.0,0.0,0.0,402.0,1.0,2.0,329.143,5.0,1.0,24.0,0.0,329.371,329.143,4.0,39.7,3.5
169,10.0,0.0,0.0,2790.0,1.0,10.0,1385.655,16.0,15.0,99.0,0.0,1387.012,1385.655,36.0,500.0,0.3
170,7.0,0.0,0.0,1830.0,1.0,7.0,992.432,14.0,12.0,68.0,0.0,993.17,992.432,20.0,468.0,-4.5
171,0.0,0.0,0.0,912.0,1.0,0.0,518.2,7.0,1.0,36.0,0.0,518.604,518.2,10.0,129.0,5.8
172,5.0,0.0,0.0,962.0,1.0,5.0,580.301,7.0,6.0,42.0,0.0,580.686,580.301,12.0,197.0,1.4
173,0.0,1.0,0.0,756.0,1.0,0.0,485.254,6.0,2.0,36.0,0.0,485.592,485.254,9.0,115.0,4.4
174,0.0,0.0,0.0,392.0,1.0,0.0,269.061,1.0,1.0,19.0,0.0,269.728,269.061,1.0,29.1,3.5
175,1.0,0.0,0.0,408.0,1.0,0.0,220.132,3.0,2.0,16.0,0.0,220.276,220.132,2.0,70.7,-0.3
176,0.0,0.0,0.0,526.0,1.0,0.0,368.221,4.0,1.0,27.0,0.0,368.481,368.221,4.0,51.8,1.3
177,1.0,0.0,0.0,338.0,2.0,0.0,342.153,3.0,1.0,22.0,0.0,342.926,342.153,6.0,48.8,
178,0.0,0.0,0.0,934.0,1.0,0.0,475.018,7.0,3.0,31.0,0.0,475.922,475.018,6.0,188.0,1.9
179,0.0,0.0,0.0,494.0,1.0,0.0,385.156,4.0,0.0,27.0,0.0,385.892,385.156,4.0,45.7,3.9
180,1.0,0.0,0.0,771.0,1.0,1.0,521.175,7.0,1.0,35.0,0.0,522.057,521.175,9.0,130.0,4.9
181,0.0,0.0,0.0,880.0,1.0,0.0,492.227,7.0,0.0,37.0,0.0,492.583,492.227,7.0,94.7,3.4
182,7.0,0.0,0.0,2050.0,1.0,7.0,1043.443,14.0,12.0,72.0,0.0,1044.218,1043.443,18.0,475.0,-4.4
183,0.0,0.0,0.0,553.0,1.0,0.0,388.155,7.0,1.0,28.0,0.0,388.399,388.155,4.0,90.6,2.6
184,0.0,0.0,0.0,587.0,1.0,0.0,429.191,8.0,2.0,32.0,0.0,429.484,429.191,9.0,121.0,3.8
185,0.0,0.0,0.0,583.0,1.0,0.0,427.201,6.0,2.0,32.0,0.0,427.508,427.201,9.0,95.0,5.2
186,0.0,0.0,0.0,679.0,1.0,0.0,426.217,5.0,1.0,32.0,0.0,426.524,426.217,3.0,78.0,2.5
187,20.0,0.0,0.0,4950.0,1.0,20.0,2254.025,37.0,26.0,157.0,0.0,2254.553,2253.022,71.0,907.0,-2.3
188,9.0,0.0,0.0,1790.0,1.0,9.0,981.576,13.0,11.0,70.0,0.0,982.198,981.576,28.0,349.0,-0.8
189,1.0,0.0,0.0,291.0,1.0,0.0,261.209,2.0,2.0,19.0,0.0,261.409,261.209,4.0,32.3,5.1
190,0.0,0.0,0.0,152.0,1.0,0.0,160.064,3.0,1.0,12.0,0.0,160.176,160.064,1.0,52.0,1.3
191,4.0,0.0,0.0,886.0,1.0,0.0,556.316,8.0,0.0,41.0,0.0,556.711,556.316,6.0,83.9,4.8
192,0.0,0.0,0.0,208.0,1.0,0.0,266.042,1.0,1.0,15.0,0.0,267.17,266.042,3.0,19.0,3.0
193,0.0,0.0,0.0,421.0,1.0,0.0,337.062,4.0,2.0,24.0,0.0,337.763,337.062,3.0,74.9,3.4
194,0.0,0.0,0.0,472.0,1.0,0.0,426.982,5.0,3.0,25.0,0.0,428.663,426.982,6.0,95.9,4.0
195,0.0,0.0,0.0,525.0,1.0,0.0,358.135,4.0,0.0,25.0,0.0,358.456,358.135,6.0,59.9,3.5
196,8.0,0.0,0.0,2510.0,1.0,8.0,1267.755,14.0,14.0,91.0,0.0,1268.577,1267.755,37.0,474.0,0.8
197,1.0,0.0,0.0,801.0,1.0,0.0,411.078,6.0,2.0,29.0,0.0,411.428,411.078,5.0,122.0,3.2
198,0.0,0.0,0.0,1110.0,1.0,0.0,574.254,6.0,2.0,42.0,0.0,574.638,574.254,8.0,141.0,4.1
199,0.0,0.0,0.0,566.0,1.0,0.0,447.067,2.0,1.0,29.0,0.0,448.772,447.067,4.0,46.9,6.5
200,0.0,0.0,0.0,571.0,1.0,0.0,375.111,5.0,2.0,28.0,0.0,375.38,375.111,6.0,94.9,4.2
201,1.0,0.0,0.0,354.0,1.0,0.0,299.163,3.0,2.0,22.0,0.0,299.374,299.163,8.0,67.0,2.7
202,2.0,0.0,0.0,755.0,1.0,2.0,429.176,7.0,1.0,28.0,0.0,429.594,429.176,6.0,104.0,1.4
203,10.0,0.0,0.0,2770.0,1.0,10.0,1414.684,16.0,13.0,101.0,0.0,1416.086,1414.684,38.0,425.0,3.7
204,0.0,0.0,0.0,117.0,2.0,0.0,182.082,3.0,1.0,11.0,0.0,182.648,182.082,4.0,52.3,
205,7.0,0.0,0.0,1660.0,1.0,6.0,946.488,12.0,11.0,65.0,0.0,947.229,946.488,16.0,388.0,-0.1
206,5.0,0.0,0.0,300.0,1.0,5.0,291.089,8.0,4.0,19.0,0.0,291.322,291.089,4.0,146.0,-2.1
